,Year,Month,First Day of Weekend,Rank,Film,Country of Origin,Weekend Gross,Distributor,% change on last week,Weeks on release,Number of cinemas,Site average,Total Gross to date
14179,2022,05,13,3,Everything Everywhere All At Once,USA,681351,A24,-,1,150,4542,681351
14180,2022,05,13,4,Sonic The Hedgehog 2,USA/Jpn,519913,Paramount,-0.18268354,7,607,857,24156598
14181,2022,05,13,5,Little Mix Live - The Final Show (For Now...) (Concert),UK,361909,CinemaLive,-,1,420,862,361909
14182,2022,05,13,6,The Lost City,USA,347753,Paramount,-0.26699802,5,500,696,9282945
14183,2022,05,13,7,The Bad Guys,USA,304695,Universal,-0.02616953,7,570,535,11381980
14184,2022,05,13,8,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,291739,Warner Bros,-0.28898898,6,483,604,20066938
14185,2022,05,13,9,Firestarter,USA,250006,Universal,-,1,512,488,250006
14186,2022,05,13,10,Sarkaru Vaari Paata,Ind,177903,Dreamz Entertainment,-,1,49,3631,177903
14187,2022,05,13,11,The Northman,UK/USA,119148,Universal,-0.43895898,5,286,417,4349002
14188,2022,05,13,12,Operation Mincemeat,UK/USA,117188,Warner Bros,-0.35367374,5,362,324,4803061
14189,2022,05,13,13,Saunkan Saunkane,Ind,103279,White Hill Studios,-,1,36,2869,103279
14190,2022,05,13,14,The Quiet Girl (An Cailin Ciuin),Irl,85466,Curzon,-,1,90,950,85466
14191,2022,05,13,15,Don,Ind,82262,DG Tech,-,1,30,2742,82262
14192,2022,05,13,20,This Much I Know To Be True,UK,25887,Trafalgar,-,2,51,508,154594
14193,2022,05,13,28,Morbius,UK/USA,8899,Sony Pictures,0.25567941,7,139,64,6417947
14194,2022,05,13,29,The Batman,UK/USA,8211,Warner Bros,-0.42532195,11,53,155,40761706
14195,2022,05,13,30,You Only Live Twice (Re: 2022),UK,8030,Park Circus,-,7,96,84,8030
14196,2022,05,13,31,Antarctica 3D,UK/Can/USA,6338,Independent,0.37279324,51,2,3169,727231
14197,2022,05,13,32,Belfast,UK,5106,Universal,1.80395387,17,7,729,15579282
14198,2022,05,13,36,The Outfit,UK/USA,4377,Universal,-0.19124169,6,7,625,268861
14199,2022,05,13,41,Spitfire Over Berlin,UK,3243,Kaleidoscope,-,1,16,203,3243
14200,2022,05,13,51,The Duke,UK,2006,Warner Bros,0.64696223,12,5,401,5278515
14201,2022,05,13,54,Firebird,UK/Est,1801,Jade Films,-0.33859714,4,18,100,61500
14202,2022,05,13,59,Superworm/Zog,UK,1464,Magic Light Pictures (UK),0.00720111,14,59,25,164218
14203,2022,05,13,64,Clifford The Big Red Dog,UK/USA,1107,eOne Films,-0.54853181,23,31,36,10031415
14204,2022,05,13,66,Merlin - Northern Ballet 2022 (Ballet),UK,376,CinemaLive,-0.53349876,4,1,376,31366
14205,2022,05,13,68,The Book Of Dust – La Belle Sauvage - NT Live 2022 (Theatre),UK,123,National Theatre,-,14,1,123,408260
14206,2022,05,13,16,Father Stu,USA/Kor,60844,Sony Pictures,-,1,203,300,60844
14207,2022,05,13,17,Jayeshbhai Jordaar,Ind,37652,Yash Raj,-,1,83,454,37652
14208,2022,05,13,19,Friday The 13th (1980) (Re: 2022),USA,26333,Park Circus,-,1,96,274,26333
14209,2022,05,13,21,Vortex,Fra/Bel/Mco,25354,Picture House Entertainment,-,1,32,792,25354
14210,2022,05,13,24,The Drover's Wife: The Legend Of Molly Johnson,Aus,11293,Modern Films,-,1,37,305,11293
14211,2022,05,13,25,Sarkaru Vaari Paata (Rep. Ireland),Ind,10634,Akshaya Traders,-,1,8,1329,10634
14212,2022,05,13,34,Don (Rep. Ireland),Ind,4520,Akshaya Traders,-,1,5,904,4520
14213,2022,05,13,35,Kehvatlal Parivaar,Ind,4396,Rising Star Entertainment,-,1,9,488,4396
14214,2022,05,13,46,Sarkaru Vaari Paata (N. Ireland),Ind,2273,Qualite Entertainments Ltd,-,1,1,2273,2273
14215,2022,05,13,65,Avatara Purusha - Part 1,Ind,1087,Sandalwood,-,1,15,72,1087
14216,2022,05,13,67,Avatara Purusha - Part 1 (Ireland),Ind,140,Shared Chank,-,1,1,140,140
14217,2022,05,13,69,Dobermann (25th Anniversary),Fra,18,Blue Finch Film Releasing,-,1,1,18,18
14218,2022,05,20,1,Doctor Strange In The Multiverse Of Madness,UK/USA,2968358,Disney,-0.48001123,3,699,4247,35284937
14219,2022,05,20,2,Everything Everywhere All At Once,USA,839974,A24,0.22824226,2,495,1697,1889946
14220,2022,05,20,3,Downton Abbey: A New Era,UK/USA,757303,Universal,-0.22353063,4,700,1082,12256158
14221,2022,05,20,4,Sonic The Hedgehog 2,USA/Jpn,423552,Paramount,-0.1913236,8,582,728,24672039
14222,2022,05,20,5,The Lost City,USA,357144,Paramount,0.02024236,6,469,762,9817320
14223,2022,05,20,6,The Bad Guys,USA,318723,Universal,0.03932656,8,561,568,11736668
14224,2022,05,20,7,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,237161,Warner Bros,-0.19343405,7,429,553,20439174
14225,2022,05,20,8,Bhool Bhulaiyaa 2,Ind,123161,Rising Star Entertainment,-,1,60,2053,123161
14226,2022,05,20,9,Firestarter,USA,117536,Universal,-0.53176738,2,435,270,530497
14227,2022,05,20,10,Benediction,UK,100635,Vertigo,-,1,238,423,100635
14228,2022,05,20,11,The Northman,UK/USA,95939,Universal,-0.19537917,6,274,350,4538790
14229,2022,05,20,12,Operation Mincemeat,UK/USA,91973,Warner Bros,-0.22348303,6,315,292,5044912
14230,2022,05,20,13,Saunkan Saunkane,Ind,90601,White Hill Studios,-0.1267415,2,39,2323,249854
14231,2022,05,20,14,Lucia Di Lammermoor - Met Opera 2022 (Opera),USA,78829,Trafalgar,-,1,141,559,78829
14232,2022,05,20,15,The Quiet Girl (An Cailin Ciuin),Irl,75985,Curzon,-0.110933,2,101,752,262935
14233,2022,05,20,16,"Swan Lake - ROH, London 2022 (Ballet)",UK,56990,Royal Opera House,-,2,114,500,337088
14234,2022,05,20,17,The Phantom Of The Open,UK,45599,eOne Films,41.14325323,10,20,2280,1905889
14235,2022,05,20,19,The Road Dance,UK/USA,38107,Parkland Entertainment,-,1,116,329,38107
14236,2022,05,20,26,The Batman,UK/USA,13733,Warner Bros,0.59778941,12,108,127,40780977
14237,2022,05,20,29,On Her Majesty's Secret Service (Re: 2022),UK,11114,Park Circus,-,8,110,101,11114
14238,2022,05,20,38,A Clockwork Orange (4K Restoration),UK/USA,5490,Warner Bros,-,36,1,5490,69701
14239,2022,05,20,40,Morbius,UK/USA,5428,Sony Pictures,-0.41064061,8,41,132,6428074
14240,2022,05,20,41,Antarctica 3D,UK/Can/USA,5367,Independent,-0.15313609,52,2,2684,735312
14241,2022,05,20,44,Lawrence of Arabia - 70mm (Re: 2017),UK,3391,Park Circus,-,244,10,339,59332
14242,2022,05,20,50,Zog & The Highway Rat,UK,1694,Magic Light Pictures (UK),-0.52429093,2,16,106,5932
14243,2022,05,20,54,Jungle Cry,UK/Ind,1419,Bollywood Hollywood,-,1,24,59,1419
14244,2022,05,20,55,Firebird,UK/Est,1380,Jade Films,-0.23375902,5,21,66,68051
14245,2022,05,20,56,Belfast,UK,1335,Universal,-0.76049516,18,7,191,15586647
14246,2022,05,20,58,The Outfit,UK/USA,1216,Universal,-0.72426304,7,4,304,275513
14247,2022,05,20,59,The Duke,UK,1108,Warner Bros,-0.44765703,13,2,554,5283515
14248,2022,05,20,62,Ron's Gone Wrong,UK/USA,1004,Disney,-,32,13,77,4670049
14249,2022,05,20,63,Michael Ball & Alfie Boe - Back Together (Concert),UK,888,CinemaLive,-,84,1,888,345674
14250,2022,05,20,64,Exhibition On Screen: Frida Kahlo 2020 (Exhibition),UK,418,Seventh Art Production,-,84,1,418,68959
14251,2022,05,20,18,A-ha: The Movie,Nor/Deu/Ita,40907,Modern Films,-,1,188,218,40907
14252,2022,05,20,23,Kokka,Ind,21828,Rising Star Entertainment,-,1,28,780,21828
14253,2022,05,20,24,Robocop (35th Anniversary 4K Restoration),USA,20004,Park Circus,-,1,140,143,20004
14254,2022,05,20,31,The Innocents,Fra,9798,Signature Entertainment,-,1,29,338,9798
14255,2022,05,20,35,Dhaakad,Ind,6226,Zee Studios,-,1,20,311,6226
14256,2022,05,20,37,Vampyr (90th Anniversary 2K Restoration),Deu/Fra,5843,Eureka,-,1,35,167,5843
14257,2022,05,27,1,Top Gun: Maverick,USA,15931497,Paramount,-,1,741,21500,15946497
14258,2022,05,27,2,Doctor Strange In The Multiverse Of Madness,UK/USA,1371319,Disney,-0.53913532,4,661,2075,37764834
14259,2022,05,27,3,Everything Everywhere All At Once,USA,486829,A24,-0.40945328,3,533,913,2930965
14260,2022,05,27,4,Downton Abbey: A New Era,UK/USA,350593,Universal,-0.54472802,5,593,591,13328842
14261,2022,05,27,5,The Bob's Burgers Movie,USA,346592,Disney,-,1,469,739,346592
14262,2022,05,27,6,Sonic The Hedgehog 2,USA/Jpn,280412,Paramount,-0.3450656,9,577,486,25021882
14263,2022,05,27,7,The Bad Guys,USA,199443,Universal,-0.37743517,9,541,369,11971794
14264,2022,05,27,8,The Lost City,USA,139239,Paramount,-0.61048541,7,300,464,10082818
14265,2022,05,27,9,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,90704,Warner Bros,-0.61944351,8,235,386,20611739
14266,2022,05,27,10,F3,Ind,90059,Dreamz Entertainment,-,1,59,1526,90059
14267,2022,05,27,11,Bhool Bhulaiyaa 2,Ind,63494,Rising Star Entertainment,-0.48431371,2,40,1587,253746
14268,2022,05,27,12,Boonie Bears: Back To Earth,Chn,36985,The Media Pioneers Ltd,-,1,333,111,36985
14269,2022,05,27,13,The Quiet Girl (An Cailin Ciuin),Irl,36945,Curzon,-0.51367041,3,86,430,382647
14270,2022,05,27,14,Saunkan Saunkane,Ind,32687,White Hill Studios,-0.63897498,3,25,1307,307330
14271,2022,05,27,15,The Phantom Of The Open,UK,25175,eOne Films,-0.44790456,11,15,1678,1999222
14272,2022,05,27,16,Benediction,UK,24761,Vertigo,-0.7539524,2,93,266,217013
14273,2022,05,27,18,The Northman,UK/USA,22453,Universal,-0.7697822,7,75,299,4612082
14274,2022,05,27,19,Elizabeth: A Portrait In Parts,UK,12932,Signature Entertainment,-,1,58,223,12932
14275,2022,05,27,20,Get Carter (4K Restoration),UK,12722,BFI,-,1,16,795,12722
14276,2022,05,27,21,Operation Mincemeat,UK/USA,12707,Warner Bros,-0.86599384,7,61,208,5148410
14277,2022,05,27,27,The Gruffalo/The Snail And The Whale,UK,10363,Magic Light Pictures (UK),-,30,87,119,21972
14278,2022,05,27,30,The Road Dance,UK/USA,8320,Parkland Entertainment,-0.78323172,2,42,198,88304
14279,2022,05,27,31,Lancaster,UK,7720,Altitude,-,1,47,164,7720
14280,2022,05,27,33,Antarctica 3D,UK/Can/USA,7161,Independent,0.33426495,53,2,3581,745405
14281,2022,05,27,34,Diamonds Are Forever (Re: 2022),UK,6638,Park Circus,-,9,99,67,6638
14282,2022,05,27,36,Exhibition On Screen: Pissarro - The Father Of Impressionism 2022 (Exhibition),UK,6363,Seventh Art Production,-,2,23,277,30372
14283,2022,05,27,48,The Batman,UK/USA,2924,Warner Bros,-0.78680277,13,26,112,40788596
14284,2022,05,27,55,Brief Encounter (Re: 2015),UK,1578,Park Circus,-,343,16,99,42708
14285,2022,05,27,60,Spitfire Over Berlin,UK,1258,Kaleidoscope,1.00510001,3,1,1258,9142
14286,2022,05,27,61,Withnail & I (Re: 2014),UK/Can,1217,Arrow Films,-,400,1,1217,123683
14287,2022,05,27,62,Morbius,UK/USA,1157,Sony Pictures,-0.78684598,9,16,72,6431453
14288,2022,05,27,69,Henry V – NT Live 2022 (Theatre),UK,79,National Theatre,-,7,2,40,231726
14289,2022,05,27,17,Between Two Worlds,Fra,23427,Curzon,-,1,25,937,23427
14290,2022,05,27,22,Anek,Ind,12446,Cinestaan AA Distributors,-,1,51,244,12446
14291,2022,05,27,24,Dakuaan Da Munda 2,Ind,11321,Rising Star Entertainment,-,1,11,1029,11321
14292,2022,05,27,25,Jo And Jo,Ind,10900,RFT Films,-,1,48,227,10900
14293,2022,05,27,29,Psycho (Original Theatrical Cut 4K Restoration),USA,8705,Park Circus,-,1,42,207,8705
14294,2022,05,27,38,F3 (Ireland),Ind,4991,Akshaya Traders,-,1,5,998,4991
14295,2022,05,27,39,PR,Ind,4309,House of Advertising,-,1,13,331,4309
14296,2022,05,27,40,Luzzu,Mlt/USA,4258,Peccadillo,-,1,12,355,4258
14297,2022,05,27,49,Chann Pardesi,Ind,2656,Bollywood Films,-,1,16,166,2656
14298,2022,05,27,67,Superior,USA,447,Kaleidoscope,-,1,9,50,447
14299,2022,05,27,68,Kuttavum Sikshayum,Ind,160,Dreamz Entertainment,-,1,3,53,160
14300,2022,06,03,1,Top Gun: Maverick,USA,10325500,Paramount,-0.35188137,2,756,13658,38471380
14301,2022,06,03,2,Doctor Strange In The Multiverse Of Madness,UK/USA,1151843,Disney,-0.16004737,5,627,1837,40711421
14302,2022,06,03,3,Men,UK/USA,519907,Entertainment,-,1,568,915,519907
14303,2022,06,03,4,Sonic The Hedgehog 2,USA/Jpn,456188,Paramount,0.62306364,10,578,789,26182692
14304,2022,06,03,5,The Bad Guys,USA,403176,Universal,1.02150991,10,535,754,12944403
14305,2022,06,03,6,Vikram,Ind,399426,DG Tech,-,1,67,5962,399426
14306,2022,06,03,7,Everything Everywhere All At Once,USA,370968,A24,-0.23799116,4,441,841,3848407
14307,2022,06,03,8,Downton Abbey: A New Era,UK/USA,231108,Universal,-0.34812353,6,569,406,14081578
14308,2022,06,03,9,The Bob's Burgers Movie,USA,192370,Disney,-0.44507952,2,462,416,908226
14309,2022,06,03,10,The Lost City,USA,160095,Paramount,0.14978562,8,288,556,10459360
14310,2022,06,03,11,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,83743,Warner Bros,-0.08127289,9,244,343,20851752
14311,2022,06,03,12,Major,Ind,55430,Sony Pictures,-,1,70,792,55430
14312,2022,06,03,13,Prithviraj,Ind,54911,Yash Raj,-,1,101,544,54911
14313,2022,06,03,14,Bhool Bhulaiyaa 2,Ind,49639,Rising Star Entertainment,-0.21529607,3,28,1773,356531
14314,2022,06,03,15,The Lady Of Heaven,UK,44011,,-,1,20,2201,44011
14315,2022,06,03,24,Operation Mincemeat,UK/USA,15153,Warner Bros,0.19249233,8,74,205,5191263
14316,2022,06,03,25,The Northman,UK/USA,14648,Universal,-0.34761438,8,76,193,4648244
14317,2022,06,03,26,The Gruffalo/The Snail And The Whale,UK,14507,Magic Light Pictures (UK),0.39992981,31,88,165,62299
14318,2022,06,03,27,Benediction,UK,13612,Vertigo,-0.45026453,3,49,278,264842
14319,2022,06,03,28,Live And Let Die (Re: 2022),UK,10767,Park Circus,-,10,114,94,10916
14320,2022,06,03,29,Antarctica 3D,UK/Can/USA,9967,Independent,0.39191454,54,2,4984,775910
14321,2022,06,03,30,Dashcam,UK/USA,9060,eOne Films,-,1,21,431,9060
14322,2022,06,03,34,Get Carter (4K Restoration),UK,5542,BFI,-0.56437667,2,34,163,30951
14323,2022,06,03,38,Elizabeth: A Portrait In Parts,UK,4337,Signature Entertainment,-0.66463037,2,42,103,23974
14324,2022,06,03,42,Firebird,UK/Est,3747,Jade Films,-,7,90,42,73155
14325,2022,06,03,55,The Road Dance,UK/USA,2546,Parkland Entertainment,-0.69399038,3,20,127,102799
14326,2022,06,03,57,Morbius,UK/USA,1786,Sony Pictures,0.54364736,10,15,119,6436994
14327,2022,06,03,60,Lancaster,UK,1587,Altitude,-0.79558279,2,13,122,22175
14328,2022,06,03,62,The Phantom Of The Open,UK,1392,eOne Films,-0.94470705,12,1,1392,2023765
14329,2022,06,03,63,Clifford The Big Red Dog,UK/USA,1333,eOne Films,-,26,8,167,10034852
14330,2022,06,03,64,The Batman,UK/USA,1307,Warner Bros,-0.55300958,14,27,48,40793673
14331,2022,06,03,67,Exhibition On Screen: Pissarro - The Father Of Impressionism 2022 (Exhibition),UK,319,Seventh Art Production,-0.94986389,3,1,319,33189
14332,2022,06,03,69,A Queen Is Crowned (Re: 2012),UK,48,CinemaLive,-,524,1,48,4826
14333,2022,06,03,16,Olga,Che/Fra,39252,606 Distribution,-,1,9,4361,39252
14334,2022,06,03,18,Bergman Island,Fra/Swe/Deu/Mex/Bra/Bel/UK,34990,MUBI,-,1,50,700,34990
14335,2022,06,03,20,Hamlet - Met Opera 2022 (Opera),USA,27446,Trafalgar,-,1,128,214,27446
14336,2022,06,03,21,Vikram (Ireland),Ind,26479,Akshaya Traders,-,1,9,2942,26479
14337,2022,06,03,36,May You Stay Forever Young,Hkg,5068,Haven Productions,-,1,16,317,5068
14338,2022,06,03,37,Pickpocket (Re: 2022),Fra,4662,BFI,-,1,8,583,4662
14339,2022,06,03,39,John Luther,Ind,4171,Dreamz Entertainment,-,1,47,89,4171
14340,2022,06,03,68,I Am Zlatan,Swe/Nld,125,Signature Entertainment,-,1,6,21,125
14341,2022,06,10,1,Jurassic World: Dominion,UK/USA,12121728,Universal,-,1,707,17145,12121728
14342,2022,06,10,2,Top Gun: Maverick,USA,5562637,Paramount,-0.46160009,3,740,7517,50085905
14343,2022,06,10,3,Doctor Strange In The Multiverse Of Madness,UK/USA,398401,Disney,-0.65389089,6,546,730,41521723
14344,2022,06,10,4,Everything Everywhere All At Once,USA,205252,A24,-0.44671238,5,272,755,4452579
14345,2022,06,10,5,Sonic The Hedgehog 2,USA/Jpn,181695,Paramount,-0.60265273,11,534,340,26491159
14346,2022,06,10,6,The Bad Guys,USA,126000,Universal,-0.68757284,11,553,228,13201259
14347,2022,06,10,7,Downton Abbey: A New Era,UK/USA,119002,Universal,-0.4932718,7,375,317,14532173
14348,2022,06,10,8,Vikram,Ind,100496,DG Tech,-0.7483988,2,59,1703,692333
14349,2022,06,10,9,Men,UK/USA,82243,Entertainment,-0.84187566,2,300,274,847197
14350,2022,06,10,10,Ante Sundaraniki,Ind,68230,Dreamz Entertainment,-,1,70,975,68230
14351,2022,06,10,11,The Bob's Burgers Movie,USA,42938,Disney,-0.77694482,3,255,168,1056586
14352,2022,06,10,12,All My Friends Hate Me,UK,42888,BFI,-,1,73,588,42888
14353,2022,06,10,13,The Lost City,USA,39170,Paramount,-0.75543207,9,126,311,10572056
14354,2022,06,10,14,The Quiet Girl (An Cailin Ciuin),Irl,27670,Curzon,-0.22001409,5,71,390,539736
14355,2022,06,10,15,Bhool Bhulaiyaa 2,Ind,17075,Rising Star Entertainment,-0.65565609,4,20,854,395898
14356,2022,06,10,17,Benediction,UK,11322,Vertigo,-0.18158161,4,32,354,298220
14357,2022,06,10,18,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,10946,Warner Bros,-0.86986742,10,46,238,20902386
14358,2022,06,10,21,Straight Line Crazy - NT Live 2022 (Theatre),UK,8430,National Theatre,-,4,23,367,320040
14359,2022,06,10,23,The Man With The Golden Gun (Re: 2022),UK,8001,Park Circus,-,11,102,78,8001
14360,2022,06,10,25,Antarctica 3D,UK/Can/USA,6237,Independent,-0.37426637,55,2,3119,785581
14361,2022,06,10,26,Operation Mincemeat,UK/USA,5818,Warner Bros,-0.61839171,9,28,208,5235117
14362,2022,06,10,29,Hey Duggee At The Cinema!,UK,5396,Vue Entertainment,-,1,83,65,5396
14363,2022,06,10,31,Superworm/The Gruffalo,UK,4812,Magic Light Pictures (UK),-,18,17,283,54122
14364,2022,06,10,33,The Gruffalo/The Snail And The Whale,UK,4083,Magic Light Pictures (UK),-0.71854055,32,77,53,70100
14365,2022,06,10,38,The Road Dance,UK/USA,3235,Parkland Entertainment,0.26071707,4,17,190,114158
14366,2022,06,10,41,The Lady Of Heaven,UK,2992,,-0.932017,2,3,997,60372
14367,2022,06,10,42,Get Carter (4K Restoration),UK,2899,BFI,-0.47690364,3,12,242,41638
14368,2022,06,10,43,The Northman,UK/USA,2660,Universal,-0.81942183,9,19,140,4666143
14369,2022,06,10,48,Exhibition On Screen: Pissarro - The Father Of Impressionism 2022 (Exhibition),UK,1224,Seventh Art Production,2.8369906,4,5,245,36138
14370,2022,06,10,52,Listen,UK,339,Bohemia Media,-,1,3,113,339
14371,2022,06,10,53,Anything Goes - The Musical (Theatre),UK,164,Trafalgar,-,29,1,164,780921
14372,2022,06,10,54,42nd Street - The Musical (Theatre),UK,102,Trafalgar,-,136,1,102,1457112
14373,2022,06,10,16,777 Charlie,Ind,14875,DG Tech,-,1,15,992,14875
14374,2022,06,10,19,Swan Song,USA,9703,Peccadillo,-,1,27,359,9703
14375,2022,06,10,20,Il Buco,Ita/Deu/Fra,9513,New Wave,-,1,21,453,9513
14376,2022,06,10,28,Ante Sundaraniki (Ireland),Ind,5592,Akshaya Traders,-,1,6,932,5592
14377,2022,06,10,36,Leave No Traces,Pol/Cze/Fra,3443,Modern Films,-,1,10,344,3443
14378,2022,06,10,50,Nenjuku Needhi,Ind,634,Zee Studios,-,1,7,91,634
14379,2022,06,17,1,Jurassic World: Dominion,UK/USA,5717882,Universal,-0.52852253,2,713,8019,21759280
14380,2022,06,17,2,Top Gun: Maverick,USA,4246100,Paramount,-0.23709397,4,717,5922,57375312
14381,2022,06,17,3,Lightyear,USA,3718002,Disney,-,1,653,5694,3718002
14382,2022,06,17,4,"Good Luck To You, Leo Grande",UK/USA,238640,Lionsgate,-,1,171,1396,238640
14383,2022,06,17,5,Doctor Strange In The Multiverse Of Madness,UK/USA,169578,Disney,-0.5749211,7,358,474,41878091
14384,2022,06,17,6,Everything Everywhere All At Once,USA,123817,A24,-0.39675618,6,234,529,4721768
14385,2022,06,17,7,Sonic The Hedgehog 2,USA/Jpn,89032,Paramount,-0.51215309,12,431,207,26610152
14386,2022,06,17,8,The Bad Guys,USA,53088,Universal,-0.57864326,12,357,149,13271794
14387,2022,06,17,9,Downton Abbey: A New Era,UK/USA,40503,Universal,-0.67307656,8,211,192,14739746
14388,2022,06,17,10,Vikram,Ind,26391,DG Tech,-0.73739467,3,26,1015,761021
14389,2022,06,17,11,Men,UK/USA,25240,Entertainment,-0.69472296,3,121,209,941574
14390,2022,06,17,12,The Quiet Girl (An Cailin Ciuin),Irl,20740,Curzon,-0.26971831,6,52,399,599870
14391,2022,06,17,13,Veetla Vishesham,Ind,14003,Zee Studios,-,1,43,326,14003
14392,2022,06,17,14,The Spy Who Loved Me (Re: 2022),UK,12844,Park Circus,-,12,101,127,12844
14393,2022,06,17,15,The Lost City,USA,12598,Paramount,-0.67926882,10,71,177,10606648
14394,2022,06,17,16,Benediction,UK,10910,Vertigo,-0.08992326,5,33,331,322060
14395,2022,06,17,18,All My Friends Hate Me,UK,9955,BFI,-0.76788379,2,37,269,79765
14396,2022,06,17,25,Antarctica 3D,UK/Can/USA,5415,Independent,-0.13179413,56,2,2708,794014
14397,2022,06,17,27,Clifford The Big Red Dog,UK/USA,4782,eOne Films,-,28,100,48,10040445
14398,2022,06,17,30,Lancaster,UK,3857,Altitude,4.57830803,4,8,482,37467
14399,2022,06,17,31,The Northman,UK/USA,3486,Universal,0.31036675,10,51,68,4673718
14400,2022,06,17,33,Superworm/The Gruffalo,UK,2995,Magic Light Pictures (UK),-0.37759767,19,16,187,57821
14401,2022,06,17,34,Operation Mincemeat,UK/USA,2892,Warner Bros,-0.50292197,10,21,138,5264737
14402,2022,06,17,35,Hey Duggee At The Cinema!,UK,2765,Vue Entertainment,-0.4875834,2,63,44,10235
14403,2022,06,17,40,The Gruffalo/The Snail And The Whale,UK,2403,Magic Light Pictures (UK),-0.41160879,33,48,50,72745
14404,2022,06,17,43,Manifesto,UK,2369,Shut Out The Light/Miracle,-,1,2,1185,2369
14405,2022,06,17,45,Straight Line Crazy - NT Live 2022 (Theatre),UK,2155,National Theatre,-0.77361771,5,5,431,333875
14406,2022,06,17,46,Get Carter (4K Restoration),UK,1971,BFI,-0.32011038,4,9,219,45591
14407,2022,06,17,47,Fantastic Beasts: The Secrets Of Dumbledore,UK/USA,1964,Warner Bros,-0.82943935,11,12,164,20909602
14408,2022,06,17,48,The Road Dance,UK/USA,1797,Parkland Entertainment,-0.65442308,5,10,180,126872
14409,2022,06,17,54,"La Forza Del Destino - ROH, London 2018/19 (Opera)",UK,918,Royal Opera House,-,169,1,918,661005
14410,2022,06,17,56,The Lost Girls,UK,372,Altitude,-,1,8,46,372
14411,2022,06,17,57,Exhibition On Screen: Pissarro - The Father Of Impressionism 2022 (Exhibition),UK,118,Seventh Art Production,-0.90359477,5,1,118,36539
14412,2022,06,17,19,Everything Went Fine,Fra/Bel,8852,Curzon,-,1,26,340,8852
14413,2022,06,17,20,Posti,Ind,8576,Rising Star Entertainment,-,1,32,268,8576
14414,2022,06,17,22,Pleasure,Swe/Fra/Nld/USA,7710,MUBI,-,1,6,1285,7710
14415,2022,06,17,26,Virata Parvam,Ind,4941,Sailing Stones,-,1,23,215,4941
14416,2022,06,17,55,Love You Papa,Ind,549,Bollywood Films,-,1,10,55,549
14417,2022,06,24,1,Elvis,USA/Aus,4023573,Warner Bros,-,1,740,5437,4023573
14418,2022,06,24,2,Jurassic World: Dominion,UK/USA,3416089,Universal,-0.40352486,3,677,5046,27117895
14419,2022,06,24,3,Top Gun: Maverick,USA,3370647,Paramount,-0.20761116,5,707,4768,63069284
14420,2022,06,24,4,Lightyear,USA,2290999,Disney,-0.38470894,2,666,3440,6905817
14421,2022,06,24,5,The Black Phone,USA,1384344,Universal,-,1,498,2780,1384344
14422,2022,06,24,6,Jug Jugg Jeeyo,Ind,163648,Moviegoers,-,1,107,1529,163648
14423,2022,06,24,7,"Good Luck To You, Leo Grande",UK/USA,118225,Lionsgate,-0.50465907,2,330,358,527197
14424,2022,06,24,8,Everything Everywhere All At Once,USA,72452,A24,-0.4148461,7,129,562,4877779
14425,2022,06,24,9,George Michael Freedom Uncut,UK,68399,Trafalgar,-,2,127,539,421680
14426,2022,06,24,10,Sonic The Hedgehog 2,USA/Jpn,64942,Paramount,-0.27396713,13,429,151,26687587
14427,2022,06,24,11,The Bad Guys,USA,50142,Universal,-0.05549277,13,232,216,13335270
14428,2022,06,24,12,Doctor Strange In The Multiverse Of Madness,UK/USA,49772,Disney,-0.70759506,8,175,284,42012031
14429,2022,06,24,13,Sher Bagga,Ind,28084,White Hill Studios,-,1,51,551,28084
14430,2022,06,24,14,Downton Abbey: A New Era,UK/USA,19962,Universal,-0.53304535,9,130,154,14836451
14431,2022,06,24,15,Wings Of Desire (4K Restoration),Deu/Fra,19961,Curzon,-,1,24,832,19961
14432,2022,06,24,18,Moonraker (Re: 2022),UK/Fra,8494,Park Circus,-,13,102,83,8494
14433,2022,06,24,19,Men,UK/USA,7683,Entertainment,-0.69583119,4,70,110,970150
14434,2022,06,24,20,Antarctica 3D,UK/Can/USA,6525,Independent,0.20489381,57,2,3262,802851
14435,2022,06,24,25,Operation Mincemeat,UK/USA,4729,Warner Bros,0.22070212,11,11,430,5276541
14436,2022,06,24,28,The Gruffalo/The Snail And The Whale,UK,4378,Magic Light Pictures (UK),0.81142197,34,74,59,78091
14437,2022,06,24,30,All My Friends Hate Me,UK,3517,BFI,-0.6467102,3,21,167,91492
14438,2022,06,24,33,Hey Duggee At The Cinema!,UK,2941,Vue Entertainment,0.0636528,3,52,57,13949
14439,2022,06,24,35,Thomas & Friends: Sodor's Legend of the Lost Treasure,UK,2265,National Amusements UK,-,363,16,142,600142
14440,2022,06,24,36,Lancaster,UK,2150,Altitude,-0.44275937,5,7,307,40787
14441,2022,06,24,40,Benediction,UK,1668,Vertigo,-0.85805463,6,7,238,337713
14442,2022,06,24,17,First Blood (40th Anniversary 4K Restoration),USA,11880,Park Circus,-,1,125,95,11880
14443,2022,06,24,23,The Big Hit,Fra,5239,Studio Soho Distribution,-,1,8,655,5239
