,Year,Month,First Day of Weekend,Rank,Film,Country of Origin,Weekend Gross,Distributor,% change on last week,Weeks on release,Number of cinemas,Site average,Total Gross to date
2995,2017,05,05,50,Sakhavu,Ind,4149.6212452562,Pranay Pictures,-,1,39,106.40054475,4149.6212452562
2996,2017,05,05,64,Shock Wave,HK,1921.74999999581,,-,1,2,960.875,1921.74999999581
2997,2017,05,05,82,1971 Beyond Borders,Ind,582,Swamy Movies,-,1,9,64.66666667,582
2998,2017,05,12,1,Alien: Covenant,UK/USA,5178531,20th Century Fox,-,1,626,8272.41373801917,5178531
2999,2017,05,12,2,Guardians of the Galaxy Vol. 2,USA,3276957.96179633,Disney,-0.4626518941873434,3,607,5398.612787143871,33041912.53786145
3000,2017,05,12,3,The Boss Baby,USA,581209,20th Century Fox,-0.1276478225304125,6,556,1045.339928057554,26316523
3001,2017,05,12,4,Fast & Furious 8,USA,503026.35955686,Universal,-0.38477316122266386,5,453,1110.4334648054305,28952128.49480733
3002,2017,05,12,5,A Dog's Purpose,USA,490942,eOne Films,-0.6223804839177384,2,499,983.8517034068136,2040728
3003,2017,05,12,6,Der Rosenkavalier - Met Opera 2017 (Opera),USA,313652.806445794,Met Opera,-,1,176,1782.1182184420113,313652.806445794
3004,2017,05,12,7,Beauty and the Beast,UK/USA,306600,Disney,-0.27235617998860834,9,484,633.4710743801653,71625390
3005,2017,05,12,8,Miss Sloane,Fra/USA,190295,eOne Films,-,1,219,868.9269406392694,190295
3006,2017,05,12,9,Sleepless,USA,158910,eOne Films,-0.5698508513114798,2,341,466.0117302052786,726404
3007,2017,05,12,10,Their Finest,UK,133646,Lionsgate,-0.5913041350923225,4,326,409.95705521472394,3638873
3008,2017,05,12,11,Smurfs: The Lost Village,USA,117475,Sony Pictures,0.13050214600535057,7,349,336.60458452722065,5170097
3009,2017,05,12,12,Moulin Rouge! (Secret Cinema 2017),USA/Aus,103509,20th Century Fox,0.17832748964072673,13,1,103509,3749972
3010,2017,05,12,13,Mindhorn,UK,84123,StudioCanal,-0.7000780795984071,2,123,683.9268292682926,476438
3011,2017,05,12,14,Baahubali: The Conclusion (Hindi),Ind,71340.7957571483,DCPi ,-0.6113407779734165,3,51,1398.839132493104,753974.8269080383
3012,2017,05,12,15,Frantz,Fra/Ger,69982,Curzon/Artificial Eye,-,1,28,2499.3571428571427,69982
3013,2017,05,12,17,Lady Macbeth,UK,63078,Altitude,-0.47576107643592663,3,89,708.7415730337078,599871
3014,2017,05,12,24,Whisky Galore,UK,43697,Arrow Films,-0.11193984351183824,2,42,1040.404761904762,131522
3015,2017,05,12,28,Peppa Pig: My First Cinema Experience,UK,35171,eOne Films,-0.2769863295302703,6,254,138.46850393700788,3396415
3016,2017,05,12,31,The Levelling,UK,24917,Peccadillo,-,1,22,1132.590909090909,24917
3017,2017,05,12,34,Jawbone,UK,15689,Vertigo,-,1,10,1568.9,15689
3018,2017,05,12,37,The Sense of an Ending,UK,11446,StudioCanal,-0.543019124046792,5,38,301.2105263157895,1113459
3019,2017,05,12,38,The Journey,UK,11378,Swen/ Shear Entertainment,-0.5414500463466732,2,28,406.35714285714283,50629
3020,2017,05,12,39,Lion,UK/USA/Aus,9977.74829033888,Entertainment,1.140619798730678,17,7,1425.3926129055542,11762574.487163201
3021,2017,05,12,45,Lost in London,UK/USA,5608,Picture House Entertainment,-0.7778833967046894,2,7,801.1428571428571,34600
3022,2017,05,12,51,A Quiet Passion,UK/Bel,3966,Thunderbird,-0.4612145088982475,6,11,360.54545454545456,289171
3023,2017,05,12,53,Viceroy's House,UK,3930,20th Century Fox,-0.3333333333333333,11,7,561.4285714285714,4047491
3024,2017,05,12,55,The Time of Their Lives,UK,3517.9999999974,Vertigo,-0.40707532064867774,10,4,879.49999999935,569799.1937163539
3025,2017,05,12,57,Letters From Baghdad,UK/USA/Fra,3196,Verve,-0.2280193236714976,4,8,399.5,52600
3026,2017,05,12,58,Another Mother's Son,UK,3025,Vertigo,-0.2639902676399027,8,6,504.1666666666667,315289
3027,2017,05,12,65,Mad to be Normal,UK,1669,Independent,-0.7163976210705182,6,4,417.25,36489
3028,2017,05,12,67,Rosencrantz & Guildenstern Are Dead - NT Live 2017 (Theatre),UK,1501.00000000335,National Theatre/ Trafalgar Studios,-0.8471097529917819,5,1,1501.00000000335,826691.8017391603
3029,2017,05,12,68,Finding Fatimah,UK,1349.16000000832,Icon,-0.33879615380995753,4,4,337.29000000208,50965.43000001025
3030,2017,05,12,69,Obsession - NT Live 2017 (Theatre),UK,1261.44999999895,National Theatre/ Trafalgar Studios,-,2,5,252.28999999979,215766.61170276394
3031,2017,05,12,70,Twelfth Night - NT Live 2017 (Theatre),UK,1220.00000000374,National Theatre/ Trafalgar Studios,-,7,1,1220.00000000374,810456.3587386328
3032,2017,05,12,75,Free Fire,UK,1051,StudioCanal,-0.18082618862042088,7,7,150.14285714285714,931726
3033,2017,05,12,86,Julius Caesar - RSC Live 2017 (Theatre),UK,358.000000000551,Trafalgar Studios,-0.6812110418503313,4,1,358.000000000551,297563.30314934475
3034,2017,05,12,95,Dancer,USA/Rus/UK/Ukr,201,Dogwoof,-,10,1,201,258932
3035,2017,05,12,99,Burden,UK/USA/Swe/Bel,136,Dogwoof,-0.8840579710144928,2,1,136,1486
3036,2017,05,12,103,Bunch of Kunst,UK,104,Munro Film,-0.6474576271186441,4,1,104,21298
3037,2017,05,12,20,Max 2: White House Hero,USA,56318.9999999973,Shear Entertainment,-,1,20,2815.949999999865,56318.9999999973
3038,2017,05,12,21,Sarkar 3,Ind,53252.5359597948,Eros,-,1,50,1065.050719195896,53252.5359597948
3039,2017,05,12,23,The Last Face,USA,46414,Lionsgate,-,1,50,928.28,46414
3040,2017,05,12,25,Lahoriye,Ind,43234.4100000076,Seven Colours,-,1,13,3325.7238461544307,43234.4100000076
3041,2017,05,12,29,Meri Pyaari Bindu,Ind,31386.9499999998,Yash Raj,-,1,27,1162.4796296296222,31386.9499999998
3042,2017,05,12,35,Manhattan (Re: 2017),USA,13761.3235769191,Park Circus,-,1,9,1529.035952991011,13761.3235769191
3043,2017,05,12,46,Radha,Ind,4852.8000000017,Swamy Movies,-,1,20,242.640000000085,4852.8000000017
3044,2017,05,12,48,Saravanan Irukka Bayamaen,Ind,4602.81999999076,Q Entertainment,-,1,10,460.281999999076,4602.81999999076
3045,2017,05,19,1,King Arthur: Legend of the Sword,UK/USA,2501993,Warner Bros,-,1,564,4436.15780142,2501993
3046,2017,05,19,2,Alien: Covenant,UK/USA,2127347,20th Century Fox,-0.63790276,2,631,3371.38985737,10003742
3047,2017,05,19,3,Guardians of the Galaxy Vol. 2,USA,1942687.47866975,Disney,-0.40858509,4,599,3243.2178275,36309702.35280385
3048,2017,05,19,4,Snatched,USA,842489,20th Century Fox,-,1,465,1811.80430108,842489
3049,2017,05,19,5,The Boss Baby,USA,414954,20th Century Fox,-0.29091329,7,527,787.38899431,26819979
3050,2017,05,19,6,A Dog's Purpose,USA,263233,eOne Films,-0.46701668,3,432,609.33564815,2464023
3051,2017,05,19,7,Fast & Furious 8,USA,230868.083661945,Universal,-0.54154669,6,346,667.24879671,29385156.267833494
3052,2017,05,19,8,Beauty and the Beast,UK/USA,158496,Disney,-0.48848497,10,373,424.92225201,71878441
3053,2017,05,19,9,Colossal,USA,150642.42307525,Entertainment,-,1,145,1038.91326259,150642.42307525
3054,2017,05,19,10,Half Girlfriend,Ind,112783.831085923,Zee Studios,-,1,62,1819.09404977,112783.831085923
3055,2017,05,19,11,Moulin Rouge! (Secret Cinema 2017),USA/Aus,112477,20th Century Fox,0.08663981,14,1,112477,3906232
3056,2017,05,19,12,Miss Sloane,Fra/USA,82333,eOne Films,-0.57333119,2,197,417.93401015,411517
3057,2017,05,19,13,Sing,USA,67957,Universal,0.35740252,17,293,231.93515358,28848865
3058,2017,05,19,14,Their Finest,UK,60099,Lionsgate,-0.55797858,5,194,309.78865979,3832098
3059,2017,05,19,15,Smurfs: The Lost Village,USA,58036,Sony Pictures,-0.52020899,8,241,240.81327801,5241521
3060,2017,05,19,19,Lady Macbeth,UK,44436,Altitude,-0.29965799,4,60,740.6,696804
3061,2017,05,19,23,Free Fire,UK,38967,StudioCanal,30.96636587,8,23,1694.2173913,972681
3062,2017,05,19,24,Mindhorn,UK,33076,StudioCanal,-0.61087974,3,69,479.36231884,574445
3063,2017,05,19,25,Whisky Galore,UK,32410,Arrow Films,-0.2654791,3,94,344.78723404,194024
3064,2017,05,19,29,Peppa Pig: My First Cinema Experience,UK,20385,eOne Films,-0.43791877,7,164,124.29878049,3427306
3065,2017,05,19,36,The Sense of an Ending,UK,11482,StudioCanal,-0.15168083,6,22,521.90909091,1143697
3066,2017,05,19,38,Who's Afraid Of Virginia Woolf? - NT Live 2017 (Theatre),UK,9661.49999999669,National Theatre/ Trafalgar Studios,-,2,9,1073.5,564118.0945829117
3067,2017,05,19,40,The Levelling,UK,8732,Peccadillo,-0.64955653,2,16,545.75,48963
3068,2017,05,19,44,A Quiet Passion,UK/Bel,6288,Thunderbird,0.23974763,7,7,898.28571429,308743
3069,2017,05,19,47,The Journey,UK,5125,Swen/ Shear Entertainment,-0.55430907,3,15,341.66666667,64615
3070,2017,05,19,50,Letters From Baghdad,UK/USA/Fra,4804,Verve,0.41335687,5,11,436.72727273,65535
3071,2017,05,19,54,Another Mother's Son,UK,3274,Vertigo,0.08231405,9,5,654.8,335442
3072,2017,05,19,55,Lion,UK/USA/Aus,3011.50999999847,Entertainment,-0.69817739,18,4,752.8775,11772884.930106858
3073,2017,05,19,57,Jawbone,UK,2830,Vertigo,-0.81961884,2,7,404.28571429,23750
3074,2017,05,19,59,Lost in London,UK/USA,2720,Picture House Entertainment,-0.5149786,3,7,388.57142857,38588
3075,2017,05,19,63,Viceroy's House,UK,2510,20th Century Fox,-0.36132316,12,6,418.33333333,4054744
3076,2017,05,19,72,Julius Caesar - RSC Live 2017 (Theatre),UK,1152,Trafalgar Studios,2.21787709,5,1,1152,300583.3031493407
3077,2017,05,19,74,Mad to be Normal,UK,965,Independent,-0.42180947,7,2,482.5,40079
3078,2017,05,19,75,Spaceship,UK,938.999999992724,,-,1,6,156.5,938.999999992724
3079,2017,05,19,79,Obsession - NT Live 2017 (Theatre),UK,721.999999999009,National Theatre/ Trafalgar Studios,-0.42764279,3,4,180.5,222610.16343199005
3080,2017,05,19,85,The Time of Their Lives,UK,404.999999996985,Vertigo,-0.9005891,11,2,202.5,579665.8737163426
3081,2017,05,19,86,Bunch of Kunst,UK,334,Munro Film,1.65079365,5,2,167,22060
3082,2017,05,19,95,Finding Fatimah,UK,186.759999999292,Icon,-0.86324561,5,2,93.38,51821.909999992466
3083,2017,05,19,96,Exhibition On Screen: The Artist's Garden - American Impressionism (Exhibition),UK,186,Seventh Art Production,-,10,1,186,64205
3084,2017,05,19,103,BFI Presents: Richard III (Re: 2016),UK/USA,140,Park Circus,-,57,1,140,48228
3085,2017,05,19,108,A Moving Image,UK,59.9999999972663,Verve,-,4,1,60,5988.789999992239
3086,2017,05,19,109,Burden,UK/USA/Swe/Bel,46,Dogwoof,-0.66176471,3,1,46,1532
3087,2017,05,19,111,Dancer,USA/Rus/UK/Ukr,18,Dogwoof,-0.91044776,11,1,18,259094
3088,2017,05,19,17,Hindi Medium,Ind,49694.9600000187,Zee Studios,-,1,46,1080.32521739,49694.9600000187
3089,2017,05,19,20,Fairy Tail Dragon Cry,Jpn,44107,National Amusements UK,-,1,5,8821.4,44107
3090,2017,05,19,39,La Strada (Re: 2017),Ita,8954.56066988256,StudioCanal,-,1,13,688.81235922,8954.56066988256
3091,2017,05,19,45,Sangili Bungili Kadhava Thorae,Ind,6274.10999998958,Q Entertainment,-,1,7,896.30142857,6274.10999998958
3092,2017,05,19,51,Comrade in America,Ind,4204.82999999408,John Entertainments,-,1,22,191.12863636,4204.82999999408
3093,2017,05,19,53,Machines,Fin/Ger/Ind,3545,Dogwoof,-,1,8,443.125,3545
3094,2017,05,19,61,Inversion,Irn,2599.6190969829,New Wave,-,1,5,519.9238194,2599.6190969829
3095,2017,05,19,64,Half Girlfriend (Ireland),Ind,2398.90927980187,Swamy Movies,-,1,5,479.78185596,2398.90927980187
3096,2017,05,19,66,Hindi Medium (Ireland),Ind,1909.23582677804,Swamy Movies,-,1,3,636.41194226,1909.23582677804
3097,2017,05,19,93,Comrade in America (Ireland),Ind,203.892061113404,Swamy Movies,-,1,1,203.89206111,203.892061113404
3098,2017,05,26,1,Pirates of the Caribbean: Salazar's Revenge,UK/USA,5238049,Disney,-,1,634,8261.906940063092,5238049
3099,2017,05,26,2,Diary of a Wimpy Kid: The Long Haul,USA,1444092,20th Century Fox,-,1,561,2574.139037433155,1444092
3100,2017,05,26,3,Guardians of the Galaxy Vol. 2,USA,885675,Disney,-0.5448081376643481,5,557,1590.08078994614,37819438
3101,2017,05,26,4,Alien: Covenant,UK/USA,725145,20th Century Fox,-0.6590405768726214,3,536,1352.8824626865671,11629455
3102,2017,05,26,5,King Arthur: Legend of the Sword,UK/USA,593777,Warner Bros,-0.7628284501848556,2,568,1045.3820422535211,3814733
3103,2017,05,26,6,Snatched,USA,336854,20th Century Fox,-0.6001680734110475,2,445,756.9752808988763,1626748
3104,2017,05,26,7,The Boss Baby,USA,198972,20th Century Fox,-0.5253609791821224,8,506,393.22529644268775,27067654
3105,2017,05,26,8,Moulin Rouge! (Secret Cinema 2017),USA/Aus,112593,20th Century Fox,0.001031321959156094,15,1,112593,4065758
3106,2017,05,26,9,The Red Turtle,Jpn/Fra,91997,StudioCanal,-,1,41,2243.829268292683,91997
3107,2017,05,26,10,A Dog's Purpose,USA,91694,eOne Films,-0.65264266448465,4,372,246.48924731182797,2606858
3108,2017,05,26,11,Sachin: A Billion Dreams,Ind,74221,DCPi ,-,1,68,1091.485294117647,74221
3109,2017,05,26,12,Fast & Furious 8,USA,73809,Universal,-0.6834459865159287,7,173,426.64161849710985,29540188
3110,2017,05,26,13,The Other Side of Hope,Fin/Ger,66501,Curzon/Artificial Eye,-,1,48,1385.4375,66501
3111,2017,05,26,14,Beauty and the Beast,UK/USA,61289,Disney,-0.6191289973775463,11,313,195.81150159744408,71971034
3112,2017,05,26,15,Colossal,USA,35654,Entertainment,-0.7630050118982731,2,89,400.60674157303373,271534
3113,2017,05,26,16,Peppa Pig: My First Cinema Experience,UK,35449,eOne Films,0.6724381958860163,8,282,125.70567375886525,3466779
3114,2017,05,26,26,Their Finest,UK,14601,Lionsgate,-0.7728460748623168,6,62,235.5,3889749
3115,2017,05,26,27,Lady Macbeth,UK,14310,Altitude,-0.6779638131244937,5,34,420.88235294117646,732053
3116,2017,05,26,32,Whisky Galore,UK,10285,Arrow Films,-0.6875949213292024,4,45,228.55555555555557,229337
3117,2017,05,26,34,Mindhorn,UK,8801,StudioCanal,-0.7364259830493246,4,24,366.7083333333333,604206
3118,2017,05,26,39,Who's Afraid of Virginia Woolf? - NT Live 2017 (Theatre),UK,5653,National Theatre/ Trafalgar Studios,-0.4482724965840328,3,9,628.1111111111111,582377
3119,2017,05,26,40,The Levelling,UK,5134,Peccadillo,-0.41204764086120016,3,15,342.26666666666665,61081
3120,2017,05,26,43,Lion,UK/USA/Aus,5039,Entertainment,0.3858635863586358,19,4,1259.75,11801079
3121,2017,05,26,44,Bob the Builder: Mega Machines,UK,4884,National Amusements UK,-,1,95,51.410526315789475,4884
3122,2017,05,26,46,The Sense of an Ending,UK,4457,StudioCanal,-0.6496895386308261,7,12,371.4166666666667,1172647
3123,2017,05,26,53,Another Mother's Son,UK,2577,Vertigo,-0.463125,10,2,1288.5,346464
3124,2017,05,26,56,Letters From Baghdad,UK/USA/Fra,2422,Verve,-0.4958368026644463,6,11,220.1818181818182,74881
3125,2017,05,26,58,Antony & Cleopatra - RSC Live 2017 (Theatre),UK,1927,Trafalgar Studios,-,2,3,642.3333333333334,245425
3126,2017,05,26,61,The Journey,UK,1691,Swen/ Shear Entertainment,-0.6700487804878049,4,9,187.88888888888889,69138
3127,2017,05,26,62,Rosencrantz & Guildenstern Are Dead - NT Live 2017 (Theatre),UK,1661,National Theatre/ Trafalgar Studios,-,7,3,553.6666666666666,855161
3128,2017,05,26,66,Twelfth Night - NT Live 2017 (Theatre),UK,1248,National Theatre/ Trafalgar Studios,-,9,1,1248,815546
3129,2017,05,26,69,Mad to be Normal,UK,1114,Independent,0.1544041450777202,8,2,557,54399
3130,2017,05,26,74,It Was 50 Years Ago Today! The Beatles: Sgt. Pepper & Beyond,UK,799,Kaleidoscope,-,1,2,399.5,799
3131,2017,05,26,75,Exhibition On Screen: The Artist's Garden - American Impressionism (Exhibition),UK,746,Seventh Art Production,3.010752688172043,11,1,746,64951
3132,2017,05,26,78,A Quiet Passion,UK/Bel,608,Thunderbird,-0.9033078880407125,8,3,202.66666666666666,312503
3133,2017,05,26,83,Viceroy's House,UK,481,20th Century Fox,-0.8083665338645417,13,2,240.5,4057573
3134,2017,05,26,84,Lost in London,UK/USA,468,Picture House Entertainment,-0.8279411764705882,4,3,156,40754
3135,2017,05,26,89,Spaceship,UK,337,Trinity,-0.9541932853065109,2,2,168.5,8140
3136,2017,05,26,95,Interlude in Prague,UK/Cze,218,Carnaby International,-,1,1,218,218
3137,2017,05,26,99,Obsession - NT Live 2017 (Theatre),UK,186,National Theatre/ Trafalgar Studios,-0.742382271468144,4,1,186,227220
3138,2017,05,26,101,Jawbone,UK,150,Vertigo,-0.9469964664310954,3,1,150,25354
3139,2017,05,26,102,Free Fire,UK,133,StudioCanal,-0.996586855544435,9,1,133,1004795
3140,2017,05,26,109,Finding Fatimah,UK,28,Icon,-0.8502673796791443,6,1,28,52050
3141,2017,05,26,21,Saab Bahadar,Ind,21987,Zee Studios,-,1,12,1832.25,21987
3142,2017,05,26,24,Spark,Can,15206,Kaleidoscope,-,1,122,124.63934426229508,15206
3143,2017,05,26,29,Isoken,Nga,12378,Evrit Films,-,1,15,825.2,12378
3144,2017,05,26,42,I am Not Madame Bovary,Chn,5087,Thunderbird,-,1,21,242.23809523809524,5087
3145,2017,05,26,49,Rarandoi Veduka Chudham,Ind,3649,Swamy Movies,-,1,7,521.2857142857143,3649
3146,2017,05,26,52,Godha,Ind,2848,Pranay Pictures,-,1,15,189.86666666666667,2848
3147,2017,05,26,60,Thondan,Ind,1723,Gimmicx,-,1,2,861.5,1723
3148,2017,05,26,68,29+1,HK,1123,Asia Releasing ,-,1,1,1123,1123
3149,2017,06,02,1,Wonder Woman,UK/USA,6179616,Warner Bros,-,1,599,10316.5542571,6179616
3150,2017,06,02,2,Baywatch,USA,4631244,Paramount,-,1,506,9152.65612648,4631244
3151,2017,06,02,3,Pirates of the Caribbean: Salazar's Revenge,UK/USA,2737320,Disney,-0.47803364,2,633,4324.36018957,13033272
3152,2017,06,02,4,Diary of a Wimpy Kid: The Long Haul,USA,851207,20th Century Fox,-0.41089231,2,557,1528.19928187,3932838
3153,2017,06,02,5,Guardians of the Galaxy Vol. 2,USA,642223.789219716,Disney,-0.2769709,6,474,1354.9025089,39646990.02868316
3154,2017,06,02,6,Alien: Covenant,UK/USA,327309,20th Century Fox,-0.55104972,4,388,843.57989691,12320505
3155,2017,06,02,7,The Boss Baby,USA,293048,20th Century Fox,0.46668468,9,450,651.21777778,27920847
3156,2017,06,02,8,King Arthur: Legend of the Sword,UK/USA,209402,Warner Bros,-0.64778802,3,350,598.29142857,4634166
3157,2017,06,02,9,Moulin Rouge! (Secret Cinema 2017),USA/Aus,132945,20th Century Fox,0.18075724,16,1,132945,4252526
3158,2017,06,02,10,Snatched,USA,104384,20th Century Fox,-0.6907434,3,223,468.0896861,1955348
3159,2017,06,02,11,British Museum Presents: Hokusai,UK,92265,More 2 Screen,-,1,150,615.1,92265
3160,2017,06,02,12,Smurfs: The Lost Village,USA,88488,Sony Pictures,1.55170425,10,218,405.90825688,5430500
3161,2017,06,02,13,A Dog's Purpose,USA,62881,eOne Films,-0.31581925,5,274,229.49270073,2840210
3162,2017,06,02,14,The Red Turtle,Jpn/Fra,58725,StudioCanal,-0.36166397,2,52,1129.32692308,274188
3163,2017,06,02,15,My Life as a Courgette,Swi/Fra,55566,Thunderbird,-,1,58,958.03448276,55566
3164,2017,06,02,16,Dough,UK/Hun/Ger,51425.5799999945,Vertigo,-,1,18,2856.97666667,51541.57999999543
3165,2017,06,02,17,The Hippopotamus,UK,46338,Electric Shadow/Miracle,-,1,22,2106.27272727,46338
3166,2017,06,02,18,Beauty and the Beast,UK/USA,45700,Disney,-0.31105181,12,185,247.02702703,72144967
3167,2017,06,02,20,Peppa Pig: My First Cinema Experience,UK,38777,eOne Films,0.07192813,9,238,162.92857143,3565202
3168,2017,06,02,25,Their Finest,UK,15387,Lionsgate,-0.05293285,7,29,530.5862069,3943301
3169,2017,06,02,30,Lady Macbeth,UK,9958,Altitude,-0.3247898,6,30,331.93333333,762678
3170,2017,06,02,37,Whisky Galore,UK,6034,Arrow Films,-0.50443495,5,25,241.36,252977
3171,2017,06,02,38,Mindhorn,UK,5321,StudioCanal,-0.40923726,5,19,280.05263158,621278
3172,2017,06,02,44,It Was 50 Years Ago Today! The Beatles: Sgt. Pepper & Beyond,UK,4134.49999999569,Kaleidoscope,4.17459324,2,11,375.86363636,15356.10000000259
3173,2017,06,02,45,The Sense of an Ending,UK,3994,StudioCanal,-0.10388153,8,8,499.25,1188537
3174,2017,06,02,46,Who's Afraid of Virginia Woolf? - NT Live 2017 (Theatre),UK,3899.99999999713,National Theatre/ Trafalgar Studios,-0.31010083,4,7,557.14285714,604957.2945829039
3175,2017,06,02,50,Letters From Baghdad,UK/USA/Fra,2705,Verve,-0.05452639,7,6,450.83333333,85861
3176,2017,06,02,55,Lion,UK/USA/Aus,1914.00000000246,Entertainment,-0.6201469,20,2,957,11808416.736145144
3177,2017,06,02,56,Antony & Cleopatra - RSC Live 2017 (Theatre),UK,1828.99999999484,Trafalgar Studios,-0.15363258,3,2,914.5,255006.04063209458
3178,2017,06,02,58,Another Mother's Son,UK,1446,Vertigo,-0.43888242,11,3,482,351952
3179,2017,06,02,61,Viceroy's House,UK,1188,20th Century Fox,-0.43856333,14,2,594,4063336
3180,2017,06,02,62,Interlude in Prague,UK/Cze,1123,Carnaby International,4.15137615,2,2,561.5,1857
3181,2017,06,02,63,Denial,UK/USA,1077,eOne Films,-,19,2,538.5,899543
3182,2017,06,02,65,The Levelling,UK,1015,Peccadillo,-0.80503265,4,5,203,70184
3183,2017,06,02,73,Jawbone,UK,616,Vertigo,3.10666667,4,4,154,26314
3184,2017,06,02,74,The Journey,UK,580,Swen/ Shear Entertainment,-0.68900804,5,5,116,73246
3185,2017,06,02,75,Mad to be Normal,UK,557,Independent,-0.5,9,3,185.66666667,55934
3186,2017,06,02,82,Rosencrantz & Guildenstern Are Dead - NT Live 2017 (Theatre),UK,342.000000001802,National Theatre/ Trafalgar Studios,-0.79409994,8,1,342,860816.7588236264
3187,2017,06,02,89,Lost in London,UK/USA,204,Picture House Entertainment,-0.56410256,5,1,204,41632
3188,2017,06,02,95,The Time of Their Lives,UK,145.000000001127,Vertigo,-,13,1,145,588467.3737163554
3189,2017,06,02,103,Obsession - NT Live 2017 (Theatre),UK,37.9999999984757,National Theatre/ Trafalgar Studios,-0.9443631,5,1,38,233067.48980900928
3190,2017,06,02,104,Finding Fatimah,UK,28.4699999989764,Icon,-0.8502673796791443,7,1,28.47,52111.87999999558
3191,2017,06,02,24,After the Storm,Jpn,21955,Arrow Films,-,1,20,1097.75,21955
3192,2017,06,02,39,Daughters of the Dust (Re: 2016),USA,4888.68180352354,BFI,-,1,8,611.08522544,4888.68180352354
3193,2017,06,02,40,Dobaara: See Your Evil,Ind,4782.23000000038,B4U Movies,-,1,9,531.35888889,4782.23000000038
3194,2017,06,02,52,Rakshadhikari Baiju-Oppu,Ind,2257.98925312254,Swamy Movies,-,1,28,80.64247333,2257.98925312254
3195,2017,06,02,64,Jattu Engineer,Ind,1075.63000000277,DCPi ,-,1,2,537.815,1075.63000000277
3196,2017,06,02,67,The Shepherd,Spa,972.000000003487,Matchbox Films,-,1,3,324,972.000000003487
3197,2017,06,09,1,Wonder Woman,USA/UK,3480956,Warner Bros,-0.44900528,2,613,5678.55791191,12841001
3198,2017,06,09,2,The Mummy,USA,3343650.45934995,Universal,-,1,574,5825.17501629,3343650.45934995
3199,2017,06,09,3,Pirates of the Caribbean: Salazar's Revenge,UK/USA,1487705,Disney,-0.45701918,3,575,2587.31304348,16007456
3200,2017,06,09,4,Baywatch,USA,1139773,Paramount,-0.75389485,2,506,2252.51581028,6983836
3201,2017,06,09,5,Take That: Wonderland Live from the O2 2017 (Concert),UK,1004918,CinemaLive,-,1,481,2089.22661123,1004918
3202,2017,06,09,6,My Cousin Rachel,UK/USA,637704,20th Century Fox,-,1,467,1365.53319058,637704
3203,2017,06,09,7,Diary of a Wimpy Kid: The Long Haul,USA,508394,20th Century Fox,-0.40366299,3,555,916.02522523,4845138
3204,2017,06,09,8,Guardians of the Galaxy Vol. 2,USA,305740.014568645,Disney,-0.52462513,7,363,842.2589933,40293853.126400426
3205,2017,06,09,9,Moulin Rouge! (Secret Cinema 2017),USA/Aus,163474,20th Century Fox,0.22963632,17,1,163474,4484897
3206,2017,06,09,10,The Boss Baby,USA,155512,20th Century Fox,-0.47154731,10,392,396.71428571,28190391
3207,2017,06,09,11,Peter Pan - NT Live 2017 (Theatre),UK,119127,National Theatre/ Trafalgar Studios,-,1,487,244.61396304,119127
3208,2017,06,09,12,Alien: Covenant,UK/USA,103910,20th Century Fox,-0.68307078,5,209,497.17703349,12687676
3209,2017,06,09,13,Beauty and the Beast,UK/USA,101981,Disney,1.21861811,13,372,274.14247312,72263904
3210,2017,06,09,14,The Shack,USA,96580,eOne Films,-,1,168,574.88095238,96580
3211,2017,06,09,15,Smurfs: The Lost Village,USA,69242,Sony Pictures,-0.22143138,11,211,328.16113744,5522295
3212,2017,06,09,17,King Arthur: Legend of the Sword,UK/USA,40651,Warner Bros,-0.80622912,4,121,335.95867769,4822299
3213,2017,06,09,22,Dream/Symphonic Variations/Marguerite & Armand (Ballet),UK,22179,Royal Opera House,-,2,71,312.38028169,313099
3214,2017,06,09,24,Dough,UK/Hun/Ger,19186.3999999864,Vertigo,-0.62690941,2,18,1065.91111111,102794.34999999173
3215,2017,06,09,27,Peppa Pig: My First Cinema Experience,UK,17176,eOne Films,-0.56989032,10,131,131.11450382,3588456
3216,2017,06,09,30,Their Finest,UK,10721,Lionsgate,-0.41380065,8,28,382.89285714,3984728
3217,2017,06,09,33,Whisky Galore,UK,6484,Arrow Films,-0.18787575,6,23,281.91304348,270909
3218,2017,06,09,41,Mindhorn,UK,4790,StudioCanal,-0.09979327,6,10,479,632840
3219,2017,06,09,46,British Museum Presents: Hokusai,UK,3592,More 2 Screen,-0.96146708,2,8,449,107200
3220,2017,06,09,47,La Traviata - Glyndebourne 2017 (Opera),Uk,3530.24999999965,Trafalgar Studios,-,2,4,882.5625,68713.25025539476
3221,2017,06,09,52,Lady Macbeth,UK,2572,Altitude,-0.7417152,7,10,257.2,775139
3222,2017,06,09,56,The Sense of an Ending,UK,1339,StudioCanal,-0.6784342,9,5,267.8,1198287
3223,2017,06,09,57,The Levelling,UK,1315,Peccadillo,0.2955665,5,6,219.16666667,73467
3224,2017,06,09,58,A Quiet Passion,UK/Bel,1206,Thunderbird,1.25420561,10,2,603,316947
3225,2017,06,09,59,The Journey,UK,1043,Swen/ Shear Entertainment,0.54747774,6,4,260.75,77011
3226,2017,06,09,60,The Hippopotamus,UK,983,Electric Shadow/Miracle,-0.97891463,2,6,163.83333333,58576
